epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,2037.95,1.54212,1.12419,1.1173,0.14022,0.16014,0.0926,0.02885,2.92461,4.01339,1.93539,0.004291,0.004291,0.004291
175,2044.42,1.61328,1.22765,1.23831,0.15956,0.16906,0.09302,0.02955,2.9839,3.95448,1.97594,0.004258,0.004258,0.004258
176,2058.41,1.6385,1.1976,1.17472,0.15956,0.16906,0.09302,0.02955,2.9839,3.95448,1.97594,0.004225,0.004225,0.004225
177,3731.57,1.58978,1.14377,1.14539,0.26326,0.18344,0.10536,0.03703,2.9119,3.78189,1.94818,0.004192,0.004192,0.004192
178,3742.02,1.59455,1.11858,1.16893,0.26326,0.18344,0.10536,0.03703,2.9119,3.78189,1.94818,0.004159,0.004159,0.004159
179,3755.31,1.61807,1.27549,1.19843,0.24702,0.19094,0.11416,0.04271,2.90769,3.62973,1.92662,0.004126,0.004126,0.004126
180,3777.96,1.59821,1.20907,1.19654,0.24273,0.17087,0.1313,0.04488,2.97087,3.57987,2.00826,0.004093,0.004093,0.004093
181,3801.33,1.62949,1.14078,1.15591,0.24273,0.17087,0.1313,0.04488,2.97087,3.57987,2.00826,0.00406,0.00406,0.00406
182,3824.74,1.53363,1.14657,1.23309,0.38954,0.17649,0.1137,0.03633,3.01943,3.45359,2.08117,0.004027,0.004027,0.004027
183,3847.69,1.62755,1.25455,1.22963,0.35234,0.14958,0.1166,0.03511,3.04672,3.48206,2.11185,0.003994,0.003994,0.003994
184,3871.48,1.64634,1.20411,1.21884,0.35234,0.14958,0.1166,0.03511,3.04672,3.48206,2.11185,0.003961,0.003961,0.003961
185,3894.57,1.41693,1.03892,1.13499,0.25411,0.18,0.12881,0.03989,3.04723,3.434,2.11401,0.003928,0.003928,0.003928
186,3918.09,1.55759,1.13518,1.17131,0.25411,0.18,0.12881,0.03989,3.04723,3.434,2.11401,0.003895,0.003895,0.003895
187,3942.74,1.63673,1.14415,1.17174,0.30823,0.19182,0.15247,0.04767,3.08084,3.52008,2.12981,0.003862,0.003862,0.003862
188,3967.38,1.55359,1.07338,1.17878,0.28563,0.18,0.15993,0.0523,3.08302,3.51346,2.11492,0.003829,0.003829,0.003829
